id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
1833,53,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,45298.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
1833,60,Hombre,Nayarit,Licenciatura o Ingeniería,Urbana,60+,No,No,43712.28,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,2 o más,Sí,4,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1836,50,Hombre,México,Secundaria,Urbana,35-44,No,No,92512.06,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,4,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,De acuerdo
1836,36,Hombre,Nuevo León,Licenciatura o Ingeniería,No sabe/No responde,45-59,No,No,43712.61,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No sabe/No responde,2,2,No,No sabe/No responde,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
1837,42,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,35-44,No,No,53199.81,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Ninguno,Sí,2,4,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
1838,49,Hombre,Yucatán,Licenciatura o Ingeniería,Urbana,45-59,No,No,41834.8,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Centro,Sí,De acuerdo
1839,43,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,35-44,No,No,54416.22,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,De acuerdo
1843,27,Hombre,Ciudad de México,Secundaria,Urbana,25-34,No,No,103553.46,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,Ninguno,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe/No responde,De acuerdo,Centro,Sí,En desacuerdo
1847,71,Hombre,Nayarit,No estudió/ Otro,Urbana,60+,No,No,38286.48,Primaria incompleta,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,Uno,Sí,3,3,No,Urbana,,No sabe/No responde,Creo en la política y en los políticos,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Izquierda,Sí,De acuerdo
1847,30,Mujer,Zacatecas,Secundaria,Urbana,25-34,No,No,113114.43,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,De acuerdo
1848,70,Hombre,Nayarit,No estudió/ Otro,Rural,60+,No,No,38286.48,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,No por falta de recursos,No sabe/No responde,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde
1849,28,Hombre,Zacatecas,No sabe o no responde,Urbana,25-34,No,No,41842.08,No sabe/No responde,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,2 o más,Sí,Ninguno,2,No,Urbana,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1852,20,Hombre,México,Secundaria,Rural,18-24,No,No,93697.84,Secundaria completa,Trabajó con pago,,Hijo o hija,,40.0,Hombre,,Secundaria completa,,10,2 o más,Ninguno,No por falta de recursos,5 o más,4,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,Sí,En desacuerdo
1857,21,Hombre,Jalisco,Preparatoria o bachillerato,Urbana,18-24,No,No,77411.25,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,2 o más,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No sabe/No responde,Sí,De acuerdo
1858,42,Hombre,Nayarit,Licenciatura o Ingeniería,Urbana,35-44,No,No,56395.2,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,2,3,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Centro,Sí,En desacuerdo
1859,18,Mujer,Zacatecas,Primaria,Rural,18-24,No,No,126707.59,Preparatoria completa,Ayudaba en el negocio familiar,,"[Esp.] Otro, especifique",NIETA,70.0,Hombre,,Primaria completa,,7,Uno,Ninguno,No por falta de recursos,3,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,En desacuerdo
1860,60,Hombre,Jalisco,Secundaria,Urbana,60+,No,No,72916.97,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
1864,53,Hombre,Nayarit,No estudió/ Otro,Rural,45-59,No,No,42058.81,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,1,1,No,Rural,,Votar no sirve para nada,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,En desacuerdo
1865,67,Hombre,Jalisco,Primaria,Urbana,60+,No,No,99957.93,Secundaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Cónyuge o pareja,,67.0,Mujer,,Primaria completa,,2,2 o más,Uno,Sí,Ninguno,3,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
1866,54,Hombre,Baja California Sur,Licenciatura o Ingeniería,Urbana,45-59,No,No,48637.29,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,41.0,Mujer,,Licenciatura completa,,3,2 o más,2 o más,Sí,1,3,No,Urbana,,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
1870,25,Mujer,Baja California Sur,Preparatoria o bachillerato,Urbana,25-34,No,No,106441.98,Licenciatura completa,Se dedicaba al hogar,,Hijo o hija,,53.0,Mujer,,Preparatoria completa,,4,2 o más,Uno,Sí,3,3,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
1874,50,Hombre,Jalisco,Secundaria,Urbana,45-59,No,Sí,80101.41,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,3,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
1875,19,Mujer,Ciudad de México,Preparatoria o bachillerato,Rural,18-24,No,No,87734.43,Licenciatura completa,Estudiaba,,Hijo o hija,,58.0,Mujer,,Preparatoria completa,,3,2 o más,Uno,Sí,No sabe/No responde,3,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Derecha,No,En desacuerdo
1877,40,Mujer,México,Secundaria,Urbana,35-44,No,No,85735.72,Preparatoria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,3,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1878,38,Mujer,Baja California Sur,Licenciatura o Ingeniería,Urbana,35-44,No,No,53946.99,Preparatoria completa,Trabajó con pago,,Cónyuge o pareja,,34.0,Hombre,,Licenciatura completa,,5,Uno,2 o más,Sí,2,2,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1883,52,Mujer,Tamaulipas,Maestría o especialidad,Urbana,45-59,No,No,24946.4,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
1884,23,Hombre,Ciudad de México,Secundaria,Urbana,18-24,No,No,105160.68,Preparatoria completa,Trabajó con pago,,Hijo o hija,,54.0,Hombre,,Secundaria completa,,4,Uno,Uno,Sí,2,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
1890,73,Hombre,Tamaulipas,Preparatoria o bachillerato,Rural,45-59,No,Sí,58093.62,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,"No, otra razón",2,2,Sí,Rural,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1890,52,Hombre,Zacatecas,Primaria,Rural,60+,No,No,89758.15,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Ninguno,Sí,1,3,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Derecha,Sí,En desacuerdo
1892,48,Mujer,Zacatecas,Primaria,Rural,45-59,No,No,126640.3,Primaria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,8,Uno,Uno,Sí,2,4,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Derecha,No,En desacuerdo
1897,64,Mujer,Ciudad de México,Preparatoria o bachillerato,Urbana,60+,No,Sí,99603.22,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,3,3,Sí,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
1899,20,Hombre,Jalisco,Carrera técnica o comercial,Urbana,18-24,No,No,77733.76,Licenciatura incompleta,Estudiaba,,Hijo o hija,,50.0,Hombre,,Carrera técnica,,6,2 o más,2 o más,Sí,1,4,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
1901,32,Hombre,Campeche,Licenciatura o Ingeniería,Urbana,25-34,No,No,42735.77,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,1,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Sí,De acuerdo
1903,44,Hombre,Campeche,Licenciatura o Ingeniería,Urbana,35-44,No,No,42047.67,Licenciatura completa,"[Esp.] Otra, especifique",no hace nada,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,Sí,2,1,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
1904,72,Hombre,Chiapas,Maestría o especialidad,Rural,25-34,No,No,24156.26,No estudió,Trabajó sin pago,,Cónyuge o pareja,,40.0,Mujer,,Secundaria completa,,4,Uno,Ninguno,No por falta de recursos,2,3,No,Rural,,Votar no sirve para nada,No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1904,28,Hombre,Yucatán,Secundaria,Urbana,60+,No,No,69596.18,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
1905,21,Hombre,México,Preparatoria o bachillerato,Rural,18-24,No,No,74701.26,Preparatoria completa,Trabajó con pago,,Hijo o hija,,34.0,Mujer,,Preparatoria completa,,4,Uno,Uno,"No, otra razón",2,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1906,24,Hombre,Ciudad de México,Preparatoria o bachillerato,Urbana,18-24,No,No,77411.25,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1906,18,Hombre,Jalisco,Preparatoria o bachillerato,Urbana,18-24,No,No,83840.09,Preparatoria completa,Trabajó con pago,,Hijo o hija,,51.0,Mujer,,Preparatoria completa,,3,Uno,Ninguno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1907,31,Mujer,Yucatán,Primaria,Urbana,25-34,No,No,157424.22,Secundaria incompleta,Se dedicaba al hogar,,Cónyuge o pareja,,35.0,Hombre,,Primaria completa,,4,Ninguno,Ninguno,Sí,1,1,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No,En desacuerdo
1909,61,Hombre,México,Licenciatura o Ingeniería,No sabe/No responde,60+,No,No,39791.95,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Ninguno,No sabe/No responde,1,No sabe/No responde,No,No sabe/No responde,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1910,60,Hombre,Ciudad de México,Secundaria,Urbana,60+,No,No,78972.57,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,1,1,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Izquierda,No,En desacuerdo
1911,60,Hombre,Jalisco,No estudió/ Otro,Rural,60+,No,No,36117.14,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,No,Rural,,No sabe/No responde,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,En desacuerdo
