id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
111,49,Mujer,Oaxaca,Preparatoria o bachillerato,Rural,45-59,No,No,64501.08,Licenciatura incompleta,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,2,2,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Derecha,Sí,En desacuerdo
112,30,Mujer,México,Licenciatura o Ingeniería,Rural,25-34,No,No,67857.0,Licenciatura completa,Estudiaba,,Hijo o hija,,62.0,Mujer,,Licenciatura completa,,2,Uno,Uno,Sí,Ninguno,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Centro,No,De acuerdo
112,41,Mujer,Coahuila,Licenciatura o Ingeniería,Urbana,35-44,No,No,43742.9,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,4,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
113,28,Mujer,Guerrero,Preparatoria o bachillerato,No sabe/No responde,25-34,No,No,79372.83,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,27.0,Hombre,,Preparatoria completa,,3,Uno,Uno,"No, otra razón",2,1,No,"[Esp.] Otra, especifique",semi urbana,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
114,29,Mujer,México,Secundaria,Urbana,25-34,No,No,119991.89,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,40.0,Hombre,,Secundaria completa,,4,Uno,Uno,Sí,1,2,No,Urbana,,Votar no sirve para nada,No sabe/No responde,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
115,51,Hombre,Oaxaca,Licenciatura o Ingeniería,Urbana,45-59,No,No,36087.62,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,2 o más,Sí,No sabe/No responde,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Sí,De acuerdo
119,40,Hombre,Coahuila,Licenciatura o Ingeniería,Urbana,35-44,No,No,46316.63,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,2,3,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,De acuerdo
122,71,Hombre,México,Licenciatura o Ingeniería,Urbana,60+,No,No,39791.95,Licenciatura completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,"No, no lo quieren",1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Centro,Sí,En desacuerdo
123,45,Mujer,México,Secundaria,Rural,45-59,No,No,97998.0,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,No sabe/No responde,Sí,1,1,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,Sí,De acuerdo
125,40,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,35-44,Sí,No,54416.22,Carrera técnica,Trabajó con pago,,Cónyuge o pareja,,44.0,Hombre,,Licenciatura completa,,2,Uno,Uno,Sí,Ninguno,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
129,60,Mujer,Coahuila,Secundaria,Urbana,60+,No,No,100427.87,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,2 o más,Sí,2,2,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Izquierda,Sí,Ni de acuerdo ni en desacuerdo
134,60,Hombre,Guerrero,Maestría o especialidad,Urbana,60+,No,No,15970.99,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,Uno,Sí,5 o más,5 o más,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,De acuerdo
139,43,Hombre,México,Licenciatura o Ingeniería,Urbana,35-44,No,No,51337.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,Sí,De acuerdo
142,60,Mujer,Guerrero,Secundaria,Rural,60+,No,Sí,92357.64,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,Ninguno,1,Sí,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,No sabe/No responde,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No sabe/No responde,Izquierda,Sí,En desacuerdo
144,24,Mujer,Guerrero,Primaria,Urbana,18-24,No,No,111521.37,Licenciatura completa,Se dedicaba al hogar,,Padre o madre,,62.0,Hombre,,Primaria completa,,5,Uno,Uno,Sí,4,3,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
145,54,Hombre,Guerrero,Primaria,Urbana,45-59,No,Sí,87917.28,Primaria completa,[Esp.] Ya no trabaja,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,No por falta de recursos,1,3,Sí,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,No sabe/No responde,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No sabe/No responde,No sabe/No responde
145,26,Mujer,Coahuila,Licenciatura o Ingeniería,Urbana,25-34,No,No,61220.61,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,2 o más,Sí,4,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,De acuerdo
147,23,Hombre,México,Preparatoria o bachillerato,Urbana,18-24,No,No,74701.26,Licenciatura incompleta,Trabajó con pago,,Hijo o hija,,49.0,Mujer,,Preparatoria completa,,3,Uno,Uno,Sí,3,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
148,58,Hombre,Ciudad de México,Preparatoria o bachillerato,Rural,45-59,No,No,69164.96,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,Ninguno,1,No,Rural,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
148,19,Hombre,Oaxaca,Primaria,Rural,18-24,No,Sí,106039.98,Primaria completa,"[Esp.] Otra, especifique",TRABAJO EN CAMPO,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,18,Ninguno,Ninguno,No por falta de recursos,3,2,Sí,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
149,31,Hombre,Chihuahua,Preparatoria o bachillerato,Urbana,25-34,No,No,72209.31,Preparatoria completa,Estaba de incapacidad o en vacaciones,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,Uno,Sí,1,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
150,56,Mujer,México,Secundaria,Rural,45-59,No,No,97998.0,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,57.0,Hombre,,Secundaria completa,,10,2 o más,Ninguno,No por falta de recursos,4,4,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,En desacuerdo
150,24,Hombre,Guerrero,Preparatoria o bachillerato,Urbana,18-24,No,No,61979.71,Licenciatura completa,Trabajó con pago,,Hijo o hija,,52.0,Hombre,,Preparatoria completa,,5,Uno,Uno,Sí,4,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
152,49,Hombre,Guerrero,Preparatoria o bachillerato,Urbana,45-59,No,No,51130.96,Preparatoria completa,[Esp.] Desempleado,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,1,4,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,En desacuerdo
158,20,Hombre,Baja California Sur,Secundaria,Urbana,18-24,No,No,104253.88,Secundaria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,2,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
161,63,Mujer,Guanajuato,Maestría o especialidad,Urbana,60+,No,No,30239.15,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,2,3,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,De acuerdo
162,40,Hombre,Chihuahua,No sabe o no responde,No sabe/No responde,35-44,No sabe/No responde,No sabe/No responde,42869.81,No sabe/No responde,No sabe/No responde,,No sabe/No responde,,0.0,No sabe/No responde,,No sabe/No responde,,1,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
165,40,Mujer,Puebla,Carrera técnica o comercial,Urbana,35-44,No,No,59922.82,Carrera técnica,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
166,53,Mujer,Guanajuato,Primaria,Rural,45-59,No sabe/No responde,No sabe/No responde,133403.25,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,"No, no lo quieren",No sabe/No responde,4,No sabe/No responde,Rural,,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,De acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,Ninguna,No sabe/No responde,No sabe/No responde
167,52,Mujer,Guanajuato,Secundaria,Urbana,45-59,No,No,97314.55,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
169,61,Mujer,Guanajuato,Primaria,Urbana,60+,No,No,151530.62,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,No por falta de recursos,3,2,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,No,En desacuerdo
170,69,Hombre,Guerrero,No estudió/ Otro,Rural,60+,No,No,28917.37,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,2,1,No,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,Izquierda,Sí,En desacuerdo
171,62,Hombre,Puebla,Secundaria,Rural,60+,No,No,61429.78,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Ninguno,Sí,2,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
172,24,Hombre,Chihuahua,Licenciatura o Ingeniería,Urbana,18-24,No,No,52014.73,Licenciatura completa,Realizaba alguna otra actividad para generar ingresos,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,3,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
173,41,Mujer,Guanajuato,Secundaria,Rural,35-44,No,No,85137.79,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
173,20,Mujer,Puebla,Secundaria,Rural,18-24,No,Sí,85600.13,Licenciatura incompleta,Estudiaba,,Cónyuge o pareja,,50.0,Hombre,,Secundaria completa,,4,Uno,Uno,Sí,3,2,Sí,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
174,19,Mujer,Guanajuato,Maestría o especialidad,Urbana,18-24,No,No,26635.83,Licenciatura completa,Trabajó con pago,,Hijo o hija,,56.0,Hombre,,Diplomado o maestría,,4,2 o más,Uno,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ninguna,No,En desacuerdo
176,25,Mujer,Chihuahua,Secundaria,Urbana,25-34,No,No,117789.33,Secundaria completa,Trabajó con pago,,Hijo o hija,,48.0,Mujer,,Secundaria completa,,5,Uno,Ninguno,Sí,1,1,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
178,36,Hombre,Chihuahua,Licenciatura o Ingeniería,Urbana,35-44,No,No,50395.06,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,2 o más,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,No,En desacuerdo
180,40,Mujer,Puebla,Primaria,Rural,35-44,No,No,102606.99,Secundaria completa,Se dedicaba al hogar,,Cónyuge o pareja,,45.0,Hombre,,Primaria completa,,2,Uno,Ninguno,"No, no lo quieren",1,1,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Derecha,Sí,Ni de acuerdo ni en desacuerdo
181,52,Mujer,Puebla,Preparatoria o bachillerato,Urbana,45-59,No,Sí,68209.06,Preparatoria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,2,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
188,40,Hombre,Michoacán,Secundaria,Rural,35-44,Sí,No,77248.59,Secundaria completa,Trabajó con pago,,Cónyuge o pareja,,40.0,Mujer,,Secundaria completa,,5,Ninguno,Ninguno,No por falta de recursos,1,3,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,De acuerdo
