id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar
2014,43,Mujer,Sinaloa,Licenciatura o Ingeniería,Urbana,45-59,No,No,62199.05,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,2 o más,Sí,1,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2019,39,Hombre,México,Secundaria,Urbana,35-44,No,No,90780.21,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,No sabe/No responde,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
2021,47,Hombre,Ciudad de México,Licenciatura o Ingeniería,Rural,45-59,No,No,49060.34,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,2 o más,Sí,4,3,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
2023,31,Hombre,México,Primaria,Urbana,25-34,Sí,Sí,126482.21,Secundaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,Sí,4,1,Sí,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo
2025,74,Hombre,Sonora,No estudió/ Otro,Rural,60+,No,Sí,29599.89,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,No por falta de recursos,1,1,Sí,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2027,78,Mujer,Ciudad de México,Preparatoria o bachillerato,Urbana,25-34,No,No,105089.29,Diplomado o maestría,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Cónyuge o pareja,,76.0,Mujer,,Diplomado o maestría,,3,2 o más,Uno,Sí,1,3,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2027,25,Hombre,Nayarit,Maestría o especialidad,Urbana,60+,No,No,21604.0,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,2,1,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
2029,25,Hombre,Veracruz,Secundaria,Rural,25-34,No,No,87146.95,Preparatoria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
2035,54,Hombre,Veracruz,Preparatoria o bachillerato,Urbana,45-59,No,No,58206.8,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,2,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
2036,23,Hombre,Veracruz,Carrera técnica o comercial,Urbana,18-24,No,No,70850.82,Carrera técnica,Ayudaba en el negocio familiar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,2,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
2037,34,Mujer,Sonora,Preparatoria o bachillerato,Urbana,25-34,No,No,81246.22,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,2,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo
2039,42,Hombre,Jalisco,No estudió/ Otro,Urbana,35-44,No,No,46596.37,Carrera técnica,Trabajó con pago,,Hijo o hija,,71.0,Mujer,,Primaria incompleta,,3,Uno,Uno,Sí,1,3,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2040,50,Mujer,Sonora,Secundaria,Urbana,45-59,No,No,83228.12,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,No por falta de recursos,1,Ninguno,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo
2043,26,Mujer,Guanajuato,Maestría o especialidad,Urbana,25-34,No,No,32596.45,Diplomado o maestría,Trabajó con pago,,Cónyuge o pareja,,2.0,Hombre,,Diplomado o maestría,,2,2 o más,Uno,Sí,2,2,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2046,68,Mujer,Nuevo León,Licenciatura o Ingeniería,Urbana,60+,No,No,64150.66,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,1,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
2047,47,Hombre,Guanajuato,Primaria,Rural,45-59,No,No,105223.61,Primaria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,3,5 o más,No,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo
2048,22,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,18-24,No,No,62232.1,Licenciatura completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,No sabe/No responde,No sabe/No responde,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2049,37,Hombre,Baja California,Maestría o especialidad,Urbana,35-44,No,No,27820.3,Diplomado o maestría,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,2,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
2052,46,Hombre,México,Doctorado,Urbana,45-59,No,No,15869.18,Doctorado,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,Uno,Sí,1,3,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2054,65,Hombre,México,No estudió/ Otro,Rural,60+,No,No,34852.76,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Ninguno,Ninguno,No por falta de recursos,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No está de acuerdo
2055,42,Hombre,Sonora,Preparatoria o bachillerato,Urbana,18-24,No,No,74701.26,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,1,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo
2055,18,Mujer,México,Secundaria,Urbana,35-44,No,No,72813.97,Licenciatura incompleta,Estudiaba,,Padre o madre,,56.0,Hombre,,Licenciatura incompleta,,5,Uno,Ninguno,Sí,2,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo
2056,21,Mujer,México,Preparatoria o bachillerato,Urbana,18-24,No,No,78171.1,Licenciatura incompleta,Estudiaba,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,Sí,Ninguno,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2057,18,Mujer,Colima,Licenciatura o Ingeniería,Urbana,18-24,No,No,61601.03,Preparatoria completa,Trabajó con pago,,Padre o madre,,35.0,Mujer,,Licenciatura completa,,3,Uno,Uno,Sí,2,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
2062,23,Hombre,Baja California,Secundaria,Urbana,18-24,No,No,104964.47,Preparatoria completa,Trabajó con pago,,"[Esp.] Otro, especifique",SOBRINO,42.0,Mujer,,Secundaria completa,,5,Uno,2 o más,Sí,4,3,No,Urbana,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo
2063,40,Mujer,Sonora,Licenciatura o Ingeniería,Urbana,35-44,No,No,41177.26,Preparatoria completa,Se dedicaba al hogar,,Hijo o hija,,80.0,Hombre,,Licenciatura completa,,3,Uno,Uno,No sabe/No responde,2,2,No,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo
2066,28,Mujer,Zacatecas,Doctorado,Urbana,25-34,No,Sí,23222.47,Licenciatura completa,Trabajó con pago,,Hijo o hija,,60.0,Mujer,,Doctorado,,6,2 o más,2 o más,Sí,3,3,Sí,Urbana,,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2071,46,Hombre,Veracruz,Secundaria,Rural,45-59,No,No,73008.83,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,"No, otra razón",1,3,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
2073,55,Hombre,Veracruz,No estudió/ Otro,Urbana,45-59,Sí,No,36162.64,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,"No, no lo quieren",Ninguno,2,No,Urbana,,No sabe/No responde,No sabe/No responde,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde
2076,32,Hombre,Zacatecas,Secundaria,Rural,25-34,No,No,86977.5,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,2 o más,"No, no lo quieren",1,5 o más,No,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde
2083,37,Hombre,Jalisco,Primaria,Urbana,35-44,No,No,128960.29,Secundaria completa,Realizaba alguna otra actividad para generar ingresos,,Padre o madre,,65.0,Mujer,,Primaria completa,,3,Uno,Uno,Sí,2,2,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo
2085,40,Mujer,Jalisco,No estudió/ Otro,Urbana,60+,No,Sí,57136.3,Primaria completa,Vendía o hacía algún producto para vender,,Hijo o hija,,74.0,Hombre,,Primaria incompleta,,6,Uno,No sabe/No responde,Sí,2,2,Sí,Urbana,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,No está de acuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo
2088,33,Hombre,Veracruz,Licenciatura o Ingeniería,Urbana,25-34,No,No,49282.75,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,1,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2093,59,Hombre,Veracruz,Licenciatura o Ingeniería,Urbana,45-59,No,No,41287.46,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo
2095,32,Hombre,Veracruz,Secundaria,Urbana,25-34,No,No,87146.95,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,1,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No sabe/No responde,No sabe/No responde
2097,76,Hombre,Veracruz,Primaria,Rural,60+,No,No,91107.15,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,1,1,No,Rural,,No está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo
2098,45,Hombre,México,Maestría o especialidad,Urbana,45-59,No,No,21145.69,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,No por falta de recursos,1,4,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
2101,36,Hombre,México,Licenciatura o Ingeniería,Urbana,35-44,No,No,51337.41,Licenciatura completa,Trabajó sin pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,2 o más,Sí,2,1,No,Urbana,,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo
2109,51,Mujer,México,Licenciatura o Ingeniería,Urbana,45-59,No,No,55419.16,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,Sí,1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo
2125,22,Hombre,México,Preparatoria o bachillerato,Urbana,18-24,No,Sí,74701.26,Preparatoria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,3,5 o más,Sí,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo
2126,60,Mujer,México,Maestría o especialidad,Urbana,60+,No,No,30451.52,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,2 o más,Uno,Sí,1,1,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo
2127,68,Hombre,México,Primaria,Rural,60+,No,No,96458.63,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Uno,Sí,Ninguno,1,No,Rural,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo
